mode,latency_ms,strict_conformance
A3,776.735799969174,0.0
A3,12996.698499948252,0.8888888888888888
A3,7075.829200039152,0.9629629629629629
A3,5401.230300019961,0.8888888888888888
A3,20972.66379999928,0.8888888888888888
A3,5995.146300003398,0.9629629629629629
A3,3547.0103999832645,0.875
A3,21494.50730002718,0.9629629629629629
A3,6066.568600013852,0.8888888888888888
A3,6988.834900024813,0.8888888888888888
A3,5521.36579999933,0.8888888888888888
A3,3726.652599987574,0.8888888888888888
A3,3738.447400042787,0.875
A3,3443.8189000356942,0.8888888888888888
A3,3884.5680000376888,0.9629629629629629
A3,3709.435200027656,0.8888888888888888
A3,5026.88079996733,0.8888888888888888
A3,612.416000047233,0.0
A3,27037.03469998436,0.8888888888888888
A3,1024.286999949254,0.0
A3,22100.579200021457,0.8888888888888888
A3,5217.92429999914,0.8888888888888888
A3,649.1399999940768,0.0
A3,5543.219699990004,0.8888888888888888
A3,694.918500026688,0.0
A3,5529.141000006348,0.8888888888888888
A3,6904.497699986678,0.8888888888888888
A3,643.0184000055306,0.0
A3,6923.210500041023,0.8888888888888888
A3,6524.773899989668,0.8888888888888888
A3,22908.7404999882,0.8888888888888888
A3,22121.473799983505,0.8888888888888888
A3,5596.9335999689065,0.8888888888888888
A3,5340.8342999755405,0.7777777777777778
A3,24937.92569998186,0.8888888888888888
A3,4031.570399994962,0.8888888888888888
A3,5954.443800030276,0.8888888888888888
A3,6659.067600034177,0.8888888888888888
A3,7272.2000000067055,0.8888888888888888
A3,4852.721000032034,0.8888888888888888
A3,30416.94030002691,0.9629629629629629
A3,81277.79329998884,0.8888888888888888
A3,5655.840900028124,0.8888888888888888
A3,6192.975899961311,0.8888888888888888
A3,11463.97679997608,0.9629629629629629
A3,13135.048099968117,0.8888888888888888
A3,26638.344799983315,0.875
A3,3102.5612000375986,0.8888888888888888
A3,3536.452200030908,0.8888888888888888
A3,23728.121199994348,0.8888888888888888
A3,2932.2020999970846,0.8888888888888888
A3,21927.04599996796,0.8888888888888888
A3,25740.257300029043,0.8888888888888888
A3,16091.497100016568,0.8888888888888888
A3,16826.494899985846,0.8888888888888888
A3,21541.710200021043,0.8888888888888888
A3,22024.273600021843,0.8888888888888888
A3,24332.162100006826,0.8888888888888888
